date,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,volume_ma,price_change,price_change_pct
2022-08-01,306.39,310.46,304.0,304.66,868928,318.004,324.2448,,313.16902280137685,318.2890968384222,1095392.0,-1.1299999999999955,-0.36953464796102287
2022-08-02,307.37,311.05,302.3,303.86,1680247,317.04949999999997,324.03700000000003,,311.73686544730543,317.22026596864896,1143443.6,-0.8000000000000114,-0.2625878027965656
2022-08-03,308.67,314.61,307.73,308.79,603576,316.341,323.8314,,311.28350153233174,316.59579701801266,1053637.45,4.930000000000007,1.6224577107878613
2022-08-04,307.24,309.41,298.28,302.69,1213888,315.2205,323.4708,,309.9614243735026,315.56573064114866,1059061.7,-6.100000000000023,-1.9754525729460237
2022-08-05,301.07,304.39,299.87,303.46,1912440,314.05800000000005,323.0942,,308.9612052391119,314.6690039375987,1068250.35,0.7699999999999818,0.2543856751131557
2022-08-08,305.82,309.56,294.73,301.59,1708896,312.7765,322.5636,,307.82717366385845,313.7001829136176,1141363.45,-1.8700000000000045,-0.6162261912607936
2022-08-09,298.41,306.92,296.68,305.58,1671554,312.0465,322.0566,,307.481454638648,313.0986844812097,1203572.35,3.990000000000009,1.322988162737504
2022-08-10,304.6,305.9,300.54,304.83,1850164,311.11899999999997,321.577,,307.07353854039303,312.486186127065,1262179.4,-0.75,-0.24543491066169043
2022-08-11,305.17,319.86,298.51,313.65,1227091,310.9975,321.24559999999997,,308.08530184187396,312.57239498009574,1246279.95,8.819999999999993,2.8934160023619704
2022-08-12,317.55,321.45,314.15,317.84,1376353,310.8505,320.8354,,309.5860246354355,312.96258969631685,1286197.1,4.189999999999998,1.3358839470747563
2022-08-15,317.34,323.1,314.02,321.1,763033,310.802,320.5696,,311.3574054607568,313.56536333562616,1283230.75,3.2600000000000477,1.0256732947395042
2022-08-16,319.67,324.01,318.05,320.62,753274,310.9955,320.1296,,312.7824200052583,314.0879310258489,1259776.75,-0.4800000000000182,-0.14948614138897698
2022-08-17,319.3,322.34,311.4,315.46,734488,310.9575,319.82379999999995,,313.1943553890653,314.1895661268942,1254279.8,-5.160000000000025,-1.609381822718492
2022-08-18,316.11,322.4,315.96,318.86,638509,310.81,319.6696,,314.06599302151795,314.53552533320817,1192981.4,3.400000000000034,1.0777911621124847
2022-08-19,317.35,330.44,312.02,329.9,871703,311.169,319.6684,,316.50199409513317,315.6736380452732,1202846.95,11.039999999999964,3.4623345668945538
2022-08-22,335.74,336.39,320.31,323.34,578116,311.419,319.58119999999997,,317.55399500357515,316.2415183152071,1116936.1,-6.560000000000002,-1.9884813579872707
2022-08-23,321.32,323.22,317.5,319.68,2593976,311.9335,319.3584,,317.8810726953331,316.49622132944546,1223314.75,-3.659999999999968,-1.131935424011865
2022-08-24,320.97,324.79,308.63,315.76,459783,312.239,319.259,,317.5547538191278,316.44168628387604,1206895.55,-3.920000000000016,-1.2262262262262347
2022-08-25,315.41,319.35,313.93,319.28,1019450,312.837,319.2648,,317.8201763084929,316.65193221651543,1214831.3,3.519999999999982,1.1147707119331107
2022-08-26,313.77,318.43,311.01,316.04,1306913,313.3495,319.1972,,317.54630303026306,316.60660380992,1191619.1,-3.2399999999999523,-1.0147832623402464
2022-08-29,317.58,326.94,311.73,314.64,1794668,313.84849999999994,319.03520000000003,,317.0991794871455,316.46092917313683,1237906.1,-1.400000000000034,-0.44298190102519674
2022-08-30,314.69,320.23,312.69,315.48,460718,314.4295,318.98019999999997,,316.8500749506615,316.3882676233601,1176929.65,0.8400000000000318,0.2669717772692648
2022-08-31,312.17,320.13,309.27,318.31,1073145,314.90549999999996,318.9134,,317.07467880440595,316.53061840476823,1200408.1,2.829999999999984,0.8970457715227642
2022-09-01,310.76,318.82,308.53,315.24,811134,315.533,318.7036,,316.792420526805,316.4350168953248,1180270.4,-3.069999999999993,-0.9644685997926561
2022-09-02,319.04,324.02,314.13,314.89,712572,316.1045,318.33259999999996,,316.499740445758,316.32057103740175,1120277.0,-0.35000000000002274,-0.11102651947723086
2022-09-05,318.62,320.38,317.23,319.75,1486228,317.0125,317.9174,,316.9997803771799,316.5746031453043,1109143.6,4.860000000000014,1.5433961065768997
2022-09-06,320.69,325.18,319.72,321.89,686538,317.82800000000003,317.5784,,317.7521218576139,316.9683367233989,1059892.8,2.1399999999999864,0.6692728694292382
2022-09-07,322.17,323.9,317.39,320.13,1032323,318.59299999999996,317.21299999999997,,318.11794926413484,317.20253426626715,1019000.75,-1.759999999999991,-0.5467706359315261
2022-09-08,324.13,325.17,318.06,319.32,1076960,318.87649999999996,316.8838,,318.30288014657566,317.35938374304345,1011494.2,-0.8100000000000023,-0.25302220972729383
2022-09-09,320.43,321.78,307.63,314.91,1490133,318.72999999999996,316.4948,,317.780898585564,317.17794773546325,1017183.2,-4.409999999999968,-1.381059751972935
2022-09-12,320.39,322.01,311.24,315.49,1641757,318.4495,316.2492,,317.4284526493234,317.05291445836025,1061119.4,0.5799999999999841,0.1841796068718038
2022-09-13,312.05,320.97,307.67,318.52,1146180,318.34450000000004,316.1606,,317.596383010966,317.16158755118727,1080764.7,3.0299999999999727,0.9604107895654357
